id,ctry,cit,reg,name,url,stat,date,prfs,lat,lon,prts,traf,avg,trgh,ipv6_avg,pch,updt,tc_rank,tw_rank,pc_rank,pr_rank,pw_rank,tr_rank,prts_url,q9,iata,regct
58,Ecuador,Quito,"Latin America","NAP Ecuador - Quito",https://aeprovi.org.ec/ixp/,Active,20030000,0,-0.15000,-78.48000,18,103499946,27590710,6555123,0.000000,No,2026-08-25,3,307,1,63,485,61,https://aeprovi.org.ec/ixp/topologia/,No,,143
59,Egypt,Cairo,Africa,"Cairo Internet Exchange",http://www.caix.net.eg/,Active,20020500,2209,30.13000,31.40000,7,31100000,15400000,9540000,0.000000,Yes,2022-02-28,2,388,3,51,726,27,http://www.caix.net.eg/index.php/member-list,Yes,CAI,67
62,"United Kingdom",London,Europe,"LINX LON1",https://www.linx.net/,Active,19941108,2265997,51.48000,-0.45000,925,4306000000,3648000000,2774000000,0.000000,Yes,2018-08-22,1,31,1,3,6,12,https://portal.linx.net/members/members-full-list,Yes,LHR,337
64,"United Kingdom",London,Europe,"London Network Access Point",https://www.lonap.net/,Active,19980000,1438127,51.48000,-0.45000,312,2555618688,1674633264,807898940,0.000000,Yes,2026-08-25,2,74,2,18,34,18,https://portal.lonap.net/customer/details,Yes,LHR,337
69,Finland,Helsinki,Europe,"Finnish Communication and Internet Exchange Helsinki",https://www.ficix.fi/,Active,19930000,0,60.17000,25.00000,59,368000000,178000000,50400000,0.000000,No,2013-03-20,1,205,2,109,249,69,https://ficix.fi/membership/ficix-members,No,,337
70,Finland,Tampere,Europe,"Tampere Region Exchange",http://www.trex.fi/,Active,20030803,20047,61.42000,23.58000,27,7770000,3000000,600000,0.000000,Yes,2018-04-02,4,478,4,168,393,174,http://www.trex.fi/members.html,Yes,TMP,337
78,France,Paris,Europe,"Service for French Internet Exchange",https://www.sfinx.fr/,Active,19950000,10102,48.80000,2.33000,24,249,8000000,1500,0.000000,No,2022-02-28,14,637,9,174,418,238,,Yes,CDG,337
80,Germany,Berlin,Europe,"Berlin Commercial Internet Exchange",https://www.bcix.de/,Active,20020906,1261841,52.38000,13.52000,152,1021575642,615814398,262545376,0.000000,Yes,2026-08-25,2,131,8,51,105,39,https://www.bcix.de/members/,Yes,BER,337
81,Germany,Berlin,Europe,"Megaport Berlin IX",https://www.megaport.com/,Active,20030000,689577,52.38000,13.52000,45,32476000,19860000,11460000,0.000000,Yes,0000-00-00,15,382,17,132,302,137,https://www.megaport.com/connected-networks/,Yes,SXF,337
82,Germany,Düsseldorf,Europe,"Megaport Dusseldorf IX",https://www.megaport.com/,Active,20030000,1038438,51.28000,6.76000,97,248710000,179900000,46480000,0.000000,Yes,2012-01-23,7,235,10,73,164,79,https://www.megaport.com/connected-networks/,No,,337
83,Germany,Frankfurt,Europe,"DE-CIX Frankfurt",https://www.de-cix.net/en/locations/germany/frankfurt,Active,19950500,3765167,50.12000,8.68000,1071,8750622598,8651001244,8551379891,0.000000,Yes,2026-08-25,1,14,1,2,4,4,https://www.de-cix.net/en/locations/germany/frankfurt/connected-networks,Yes,FRA,337
88,Germany,Hamburg,Europe,"DE-CIX Hamburg",https://www.de-cix.net/en/locations/germany/hamburg,Active,20070000,1136446,53.55000,10.03000,195,125530686,125311020,125091354,50.000000,Yes,2026-08-25,11,293,7,41,82,105,https://www.de-cix.net/en/locations/germany/hamburg/connected-networks,No,HAM,337
89,Germany,Munich,Europe,"Megaport Munich IX",https://www.megaport.com,Active,19940600,1016399,48.13000,11.70000,38,24170000,15280000,4530000,0.000000,Yes,2015-10-31,17,402,19,147,332,142,https://www.megaport.com/connected-networks/,Yes,FRA,337
92,Germany,Nuremberg,Europe,"Nürnberger Internet Exchange",http://www.n-ix.net/,Active,20010400,8942,49.50000,11.08000,50,18000000,12000000,6000000,0.000000,No,2022-02-28,18,426,15,122,281,147,https://www.n-ix.net/en/participants/,No,,337
93,Ghana,Accra,Africa,"Ghana Internet Exchange Association",http://www.gixa.org.gh/,Active,20051018,9436,5.60000,-0.17000,27,78000000,16200000,3580000,0.000000,Yes,2019-04-20,1,329,1,20,393,23,http://gixa.org.gh/connected-networks/,Yes,ACC,67
94,Greece,Athens,Europe,"Greek Internet Exchange - Athens",https://www.gr-ix.gr/,Active,20000000,1153238,37.90000,23.70000,74,959980880,651758767,235978616,50.001260,Yes,2026-08-25,2,136,2,94,205,43,https://www.gr-ix.gr/members/,No,ATH,337
96,China,"Hong Kong",Asia-Pacific,"Hong Kong Internet Exchange",http://www.hkix.net,Active,19950400,1290695,22.33000,114.18000,307,3210960000,1828000000,1660000000,0.000000,Yes,2022-02-28,2,62,1,7,33,14,http://www.hkix.net/hkix/participant.htm,No,HKG,190
99,Hungary,Budapest,Europe,"Budapest Internet Exchange",http://www.bix.hu/,Active,19960000,657366,47.43000,19.18000,119,1014617370,655294644,0,0.000000,Yes,2026-08-25,1,133,1,61,134,41,https://ixpman.bix.hu/customer/details,No,BUD,337
100,Iceland,Reykjavik,Europe,"Reykjavik Internet Exchange",https://www.rix.is/en/,Active,19990000,10809,64.12000,-21.90000,30,29200000,22700000,15300000,0.000000,Yes,2023-11-14,1,391,1,161,373,140,https://www.rix.is/en/connected,Yes,KEF,337
103,India,Mumbai,Asia-Pacific,"National Internet Exchange of India - Mumbai",https://nixi.in/,Active,20030719,156553,19.10935,72.90144,184,8400000,2710000,1380000,0.000000,Yes,2022-02-28,12,473,3,21,89,111,https://www.peeringdb.com/ix/224,No,BOM2,190
104,India,"New Delhi",Asia-Pacific,"National Internet Exchange of India - New Delhi",https://ix.nixi.in/,Active,20030719,113437,28.58000,77.20000,119,49400000,781000,386000,0.000000,Yes,2022-02-28,8,358,5,34,134,89,https://www.peeringdb.com/ix/198,No,DEL,190
105,India,Chennai,Asia-Pacific,"National Internet Exchange of India - Chennai",https://nixi.in/,Active,20030719,157364,13.07000,80.20000,58,0,0,0,0.000000,Yes,2022-02-28,11,404,9,68,255,100,https://www.peeringdb.com/ix/235,No,MAA,190
106,India,Kolkata,Asia-Pacific,"National Internet Exchange of India - Kolkata",https://nixi.in/,Active,20030719,0,22.57000,88.40000,29,0,0,0,0.000000,No,2022-02-28,18,649,14,95,380,130,https://www.peeringdb.com/ix/1317,No,,190
110,Indonesia,Jakarta,Asia-Pacific,"Indonesian Internet Exchange (IIX-Jakarta)",https://www.iix.net.id/,Active,19970800,95,-6.17444,106.82944,929,17887547817,13085251031,4870130079,0.000000,Yes,2026-08-25,2,6,2,2,5,3,https://squad.iix.net.id/customer/details,Yes,JKT,190
111,Indonesia,Jakarta,Asia-Pacific,"Jakarta Internet Exchange",https://jktix.com/,Active,20180600,0,-6.17444,106.82944,833,3684599223,2316075895,665117065,0.000000,No,2026-08-25,4,57,3,3,9,12,https://ixpmanager.jktix.com/customer/details,No,,190
116,Ireland,Dublin,Europe,"Internet Neutral Exchange Association CLG - LAN1",https://www.inex.ie/,Active,19960000,1406126,53.33000,-6.25000,115,2039143764,1407265064,760025974,50.000000,Yes,2026-08-25,1,84,2,64,138,24,https://www.inex.ie/about-us/inex-members/,Yes,DUB,337
117,Israel,"Petach Tikva",Europe,"Israeli Internet Exchange",https://en.isoc.org.il/iix/about-iix,Active,19960000,4546,32.08404,34.88776,18,338980000,144550000,76820000,0.000000,Yes,2022-02-28,1,214,1,208,485,72,https://en.isoc.org.il/iix/iix-users,Yes,TLV,337
118,Italy,Milan,Europe,"Milan Internet Exchange",http://www.mix-it.net/,Active,20000100,0,45.45000,9.17000,416,3000000000,2430000000,908000000,0.000000,No,2021-05-07,1,65,1,15,24,15,https://www.mix-it.net/en/connected-asns/,No,,337
120,Italy,Rome,Europe,"Roma Internet Exchange Point",https://www.namex.it/,Active,19960000,544972,41.90000,12.45000,225,2396327232,1295524390,385019748,50.017190,Yes,2026-08-25,2,79,2,31,64,21,https://www.namex.it/namex-roma/,Yes,FCO,337
121,Italy,Torino,Europe,"Torino Piemonte Exchange Point",https://www.top-ix.org/en/,Active,20020400,920757,45.22000,7.65000,122,293000000,129000000,145000000,0.000000,Yes,2022-02-28,4,221,3,60,130,75,https://www.top-ix.org/en/connected-network/,Yes,TRN,337
125,Japan,Osaka,Asia-Pacific,"JPIX Osaka",https://www.jpix.ad.jp/en/,Active,20020400,43481,34.53000,135.50000,114,1800000000,1100000000,600000000,0.000000,Yes,2022-02-28,6,97,6,35,140,21,https://www.jpix.ad.jp/en/ix/member.php?qso=undefined&qar=2,No,ITM,190
126,Japan,Osaka,Asia-Pacific,"JPNAP Osaka",http://www.mfeed.co.jp/english/jpnap-osaka/index.html,Active,20020100,0,34.53000,135.50000,99,2740000000,1790000000,1400000000,0.000000,No,2022-02-28,4,73,7,42,162,15,https://www.jpnap.net/en/ix/customer#osaka,No,,190
129,Japan,Tokyo,Asia-Pacific,"JPIX Tokyo",https://www.jpix.ad.jp/en/index.php,Active,19970700,138,35.55000,139.78000,259,4330000000,3200000000,2200000000,0.000000,Yes,2022-02-28,3,30,2,12,51,11,https://www.jpix.ad.jp/en/member.php?qso=b&qar=1,Yes,NRT2,190
130,Japan,Tokyo,Asia-Pacific,"JPNAP Tokyo",https://www.jpnap.net/en/,Active,20010500,0,35.55000,139.78000,240,5070000000,4000000000,3500000000,0.000000,No,2022-02-28,2,25,3,14,56,10,https://www.jpnap.net/en/ix/customer#tokyo,No,,190
134,Japan,Tokyo,Asia-Pacific,"Network Service Provider IXP (Distributed IX in Edo)",http://nspixp.wide.ad.jp/index-e.html,Active,19961000,9328,35.55000,139.78000,28,23000000,0,0,0.000000,Yes,2014-09-20,12,406,9,97,388,101,,Yes,NRT,190
137,Japan,Tokyo,Asia-Pacific,"BroadBand Internet eXchange Tokyo",http://www.bbix.net/en/service/ix/,Active,20030700,729721,35.55000,139.78000,360,9530000000,6940000000,2000000000,0.000000,Yes,0000-00-00,1,12,1,6,27,7,https://www.bbix.net/en/participants_list_tk/,No,NRT2,190
138,Japan,Osaka,Asia-Pacific,"BroadBand Internet eXchange Osaka",http://www.bbix.net/en/service/ix/,Active,20030900,574029,34.53000,135.50000,132,2430000000,1190000000,1200000000,0.000000,Yes,0000-00-00,5,77,4,30,123,16,https://www.bbix.net/en/participants_list_os/,No,ITM,190
141,Japan,Fukuoka,Asia-Pacific,"BroadBand Internet eXchange Fukuoka",http://www.bbix.net/en/service/ix/,Active,20041001,0,33.58000,130.38000,14,106830000,36280000,6000000,0.000000,No,0000-00-00,9,306,12,126,557,73,https://www.bbix.net/en/participants_list_fo/,No,,190
142,Japan,Tokyo,Asia-Pacific,"Equinix Internet Exchange Tokyo",https://ix.equinix.com/home/,Active,20010529,719804,35.55000,139.78000,124,1300000000,840000000,420000000,0.000000,Yes,2026-08-25,7,117,5,32,128,26,https://ix.equinix.com/home/locations-and-traffic/#traffic,No,NRT2,190
143,Kenya,Nairobi,Africa,"Kenya Internet Exchange Point - Nairobi",https://www.tespok.co.ke,Active,20010200,733324,-1.32000,36.82000,151,608773248,274753509,83231912,0.000000,Yes,2026-08-25,1,170,1,4,108,11,https://portal.kixp.or.ke/customer/details,Yes,NBO,67
147,"South Korea",Seoul,Asia-Pacific,"Korea Internet Neutral Exchange KINX",https://www.kinx.net/?lang=en,Active,20000600,1514420,37.50000,126.93000,64,1096000000,729000000,520000000,0.000000,Yes,2016-03-08,1,123,1,61,232,28,https://kpf.kinx.net/about/kinxnetwork/#ixmember,Yes,ICN,190
156,Mauritius,Ebene,Africa,"Mauritius Internet Exchange",https://www.mixp.org/,Active,20051201,1514,-20.24435,57.49175,25,1658116,854364,350406,50.000000,Yes,2026-08-25,1,551,1,24,408,37,https://portal.mixp.org/customer/details,Yes,MRU,67
158,Mozambique,Maputo,Africa,"Mozambique Internet Exchange",http://www.mozix.org.mz/,Active,20020500,4092,-25.92000,32.57000,15,14700,0,0,0.000000,Yes,2016-11-22,1,623,1,33,544,51,,Yes,MPM,67
159,Nepal,Kathmandu,Asia-Pacific,"Nepal Internet Exchange - Putalisadak",http://www.npix.net.np/,Active,20020800,490,27.70000,85.37000,61,122785880,59890511,11326600,50.002310,Yes,2026-08-25,1,295,1,64,244,70,http://www.npix.net.np/members,Yes,KTM,190
160,Netherlands,Amsterdam,Europe,"AMS-IX Amsterdam",https://www.ams-ix.net/ams,Active,19971229,2569304,52.30000,4.77000,896,27934669838,19961225801,11487035574,49.998580,Yes,2026-08-25,2,4,1,4,8,2,https://www.ams-ix.net/ams/connected-networks,Yes,AMS,337
162,Netherlands,Enschede,Europe,"Nederlands-Duitse Internet Exchange",https://www.ndix.net/,Active,20010400,0,52.22000,6.90000,16,0,0,0,0.000000,No,0000-00-00,15,649,18,218,517,240,https://relined.eu/en/about-us/partners/,No,,337
164,"New Zealand",Auckland,Asia-Pacific,"Auckland Peering Exchange",http://ape.nzix.net/,Active,19990810,150075,-37.02000,174.80000,83,12280000,7800000,3000000,0.000000,Yes,2022-02-28,5,452,4,47,188,108,http://ape.nzix.net/ape-peers.html,Yes,AKL,190
165,"New Zealand",Christchurch,Asia-Pacific,"Christchurch Internet Exchange",http://chix.nzix.net/,Active,20070000,3464,-43.48000,172.55000,12,0,0,0,0.000000,No,0000-00-00,7,649,7,137,603,130,http://pnix.nzix.net/chix-peers.html,No,,190
168,"New Zealand","Palmerston North",Asia-Pacific,"Palmerston North Internet Exchange",http://pnix.nzix.net/,Active,20041130,10,-40.32000,175.60001,4,0,0,0,0.000000,No,0000-00-00,7,649,8,177,808,130,,No,,190
171,"New Zealand",Wellington,Asia-Pacific,"Wellington Internet Exchange",http://wix.nzix.net/,Active,19961200,772,-41.33000,174.80000,89,238000,73210,50000,0.000000,Yes,2022-02-28,6,595,3,45,178,124,http://ape.nzix.net/wix-peers.html,Yes,WLG,190
174,Norway,Oslo,Europe,"Norwegian Internet Exchange Oslo 1",http://www.nix.no/,Active,19930300,690080,59.95000,10.70000,71,564232264,355069489,163712360,49.968910,Yes,2026-08-25,1,178,1,95,215,61,https://www.nix.no/who-is-connected/,No,OSL,337
175,Pakistan,Karachi,Asia-Pacific,"Pakistan Internet Exchange Point - Karachi",http://www.pkix.pk,Active,20190101,0,24.90000,67.13000,14,0,0,0,0.000000,No,0000-00-00,1,649,2,126,557,130,https://www.pkix.pk/announcement.html,No,,190
176,Panama,"Panama City","Latin America","Intered Panamá",http://intered.org.pa/intered/,Active,19970420,7026,8.97000,-79.53000,30,247877634,93250163,34365248,0.000000,Yes,2026-08-25,1,236,1,46,373,53,https://portal.intered.org.pa/customer/details,No,PTY,143
181,Peru,Lima,"Latin America","NAP Perú",http://www.nap.pe/,Active,20010510,0,-12.00000,-77.12000,17,4520000,1400000,2940000,0.000000,No,2020-11-19,9,509,4,67,504,106,http://www.nap.pe/nuestros-asociados/,No,,143
186,Portugal,Lisbon,Europe,"Gigabit Portuguese Internet Exchange Point",https://gigapix.pt/en/index/,Active,19951000,943599,38.73000,-9.15000,61,636000000,207000000,174000000,0.000000,Yes,2022-02-28,1,164,2,107,244,56,https://gigapix.pt/en/members/,Yes,LIS,337
187,Portugal,Porto,Europe,"Gigabit Portuguese Internet Exchange Point Porto",https://gigapix.pt/en/index/,Active,20110100,0,41.16210,-8.62200,2,635640000,207130000,234630000,0.000000,No,0000-00-00,2,165,4,329,866,57,https://gigapix.pt/en/members/,No,,337
189,Romania,Bucharest,Europe,"Romanian National Internet Exchange",http://www.ronix.ro/,Active,20010907,0,44.50000,26.13000,41,47000000,30000000,11000000,0.000000,No,2019-02-03,2,360,3,141,321,127,https://www.ronix.ro/en/members-2/,No,,337
190,Russia,Ekaterinburg,Europe,"MSK-IX Ekaterinburg",https://www.msk-ix.ru/about/,Active,20121201,0,56.80000,60.63000,52,43200000,0,0,0.000000,No,2016-06-06,13,368,17,118,270,130,https://www.msk-ix.ru/en/members/,No,,337
191,Russia,Moscow,Europe,"MSK-IX Moscow",https://www.msk-ix.ru/en/,Active,19951125,0,55.75000,37.60000,497,4994900000,3282500000,1346400000,2.208680,No,2016-06-06,3,26,1,10,17,9,https://www.msk-ix.ru/en/members/,No,,337
192,Russia,Novosibirsk,Europe,"MSK-IX Novosibirsk",https://www.msk-ix.ru/en/,Active,20040000,0,55.03000,82.90000,59,26500000,0,0,0.000000,No,2016-06-06,14,398,15,109,249,141,https://www.msk-ix.ru/en/members/,No,,337
193,Russia,Samara,Europe,"MSK-IX Samara",https://www.msk-ix.ru/eng/,Active,20090000,0,53.25000,50.45000,23,12400000,0,0,0.000000,No,2014-08-20,17,451,25,180,431,163,https://www.msk-ix.ru/en/members/,No,,337
195,Russia,"St. Petersburg",Europe,"MSK-IX St. Petersburg",https://www.msk-ix.ru/about/,Active,20090000,0,59.93000,30.30000,96,83400000,0,0,0.000000,No,2016-06-06,12,326,9,76,167,119,http://www.msk-ix.ru/en/members/,No,,337
202,Singapore,Singapore,Asia-Pacific,"Singapore Open Exchange",https://www.sox.net.sg/,Active,20010800,107022,1.37000,103.98000,24,0,0,0,0.000000,Yes,0000-00-00,7,649,6,102,418,130,https://www.sox.net.sg/members.php,No,SIN,190
204,Slovakia,Bratislava,Europe,"Slovak Internet eXchange Bratislava",http://www.six.sk/,Active,19961000,656447,48.20000,17.20000,71,158139912,68252685,23370520,0.000000,Yes,2026-08-25,1,279,1,95,215,98,http://www.six.sk/index.php?lang=en&page=pripojene_siete,No,BTS,337
205,Slovenia,Ljubljana,Europe,"Slovenian Internet Exchange",https://www.six.si/en/home,Active,19940200,83190,46.22000,14.48000,39,221044382,153249751,67641402,49.982520,Yes,2026-08-25,1,246,1,144,326,86,https://www.six.si/en/members,No,LJU,337
206,"South Africa","Cape Town",Africa,"Cape Town Internet Exchange",https://www.inx.net.za/display/pub/CINX+-+Cape+Town+Internet+Exchange,Active,20090700,1046307,-33.98000,18.60000,121,450000000,247950000,174320000,0.000000,Yes,2021-10-24,5,195,5,8,131,13,https://portal.inx.net.za/customer/details,Yes,CPT,67
209,"South Africa",Johannesburg,Africa,"Johannesburg Internet Exchange",https://wiki.inx.net.za/display/pub/JINX+-+Johannesburg+Internet+Exchange,Active,19960606,1091343,-26.13000,28.23000,213,1500000000,417010000,380200000,0.000000,Yes,2025-10-01,3,93,3,3,69,5,https://portal.inx.net.za/customer/details,Yes,JNB,67
211,Spain,Barcelona,Europe,"Catalunya Neutral Internet Exchange Point",http://www.catnix.net/,Active,19990407,337488,41.28000,2.07000,56,158988038,107627781,37817294,0.000000,Yes,2026-08-25,3,278,4,114,260,97,https://ixpmanager.catnix.net/customer/details,Yes,BCN,337
213,Spain,Madrid,Europe,"ESpanix Madrid Lower LAN",http://www.espanix.net/en/index.html,Active,19970000,1189132,40.43000,-3.70000,176,2020000000,1520000000,738000000,0.000000,Yes,2022-02-28,1,87,2,48,95,25,https://www.peeringdb.com/ix/63,Yes,MAD,337
222,Sweden,Gothenburg,Europe,"Netnod Gothenburg",https://www.netnod.se/,Active,19980000,0,57.67000,12.30000,16,21100000,14500000,8020000,0.000000,No,2022-02-28,5,412,11,218,517,143,https://www.netnod.se/ix/networks,No,,337
225,Sweden,Luleå,Europe,"Netnod Luleå",https://www.netnod.se/,Active,20040900,0,65.58000,22.15000,9,163000,45700,5100,0.000000,No,2022-02-28,12,600,14,274,671,228,https://www.netnod.se/ix/networks,No,,337
227,Sweden,Stockholm,Europe,"Netnod Stockholm",https://www.netnod.se/,Active,19970000,870884,59.33000,18.05000,77,0,0,0,0.000000,Yes,2022-02-28,10,575,6,91,199,216,https://www.netnod.se/ix/networks,No,ARN,337
228,Sweden,Stockholm,Europe,SOLIX,https://www.sol-ix.net/en/about-solix/,Active,20011201,0,59.33000,18.05000,66,223022288,133839225,73664816,50.019910,No,2026-08-25,3,245,7,100,228,85,https://www.sol-ix.net/en/members/,No,,337
229,Sweden,Sundsvall,Europe,"Netnod Sundsvall- Gävle",https://www.netnod.se,Active,20000000,0,62.38000,17.30000,18,11100000,6740000,3860000,0.000000,No,2022-02-28,7,458,10,208,485,166,https://www.netnod.se/ix/networks,No,,337
230,Sweden,Umeå,Europe,NorrNod,http://www.norrnod.se/,Active,19960000,0,63.80000,20.28000,7,743000,160000,22000,0.000000,No,2022-02-28,11,579,15,290,726,217,http://www.norrnod.se/knutpunkt/anslutna.html,No,,337
231,Switzerland,Geneva,Europe,"CERN IXP / Equinix Internet Exchange Geneva",https://cixp.net/,Active,19950000,1027407,46.25000,6.13000,54,13284443,13152345,797935,0.000000,Yes,2026-08-25,4,447,6,116,266,160,https://cixp.net/technical/peering,Yes,GVA,337
234,Switzerland,Zurich,Europe,SwissIX,https://www.swissix.ch/,Active,20010309,1174590,47.48000,8.53000,252,1030000000,894000000,609000000,0.000000,Yes,2023-03-31,1,129,2,27,53,38,https://www.swissix.ch/participation/participants,Yes,ZRH,337
236,Switzerland,Zurich,Europe,"Equinix Internet Exchange Zurich",https://ix.equinix.com/home/,Active,19990000,1032429,47.48000,8.53000,44,11934290,11639169,10759666,0.000000,Yes,2026-08-25,5,455,7,135,309,164,https://ix.equinix.com/home/locations-and-traffic/#traffic,No,ZRH2,337
237,Taiwan,Taipei,Asia-Pacific,"Taipei Internet Exchange (TPIX)",http://www.tpix.net.tw/,Active,20020702,792685,25.03000,121.52000,151,556800000,280300000,223600000,0.000000,Yes,2022-02-28,1,180,1,26,108,39,http://www.tpix.net.tw/mem_list.html,No,TPE,190
238,Taiwan,Taipei,Asia-Pacific,"Taiwan Internet Exchange",https://www.twix.net/index_e.html,Active,19971200,35830,25.03000,121.52000,26,332650000,110720000,50000000,0.000000,No,2022-02-28,2,215,4,99,401,49,https://www.twix.net/member_e.html,No,,190
240,Taiwan,Taipei,Asia-Pacific,"Poema IX",https://ix.poema.eu.org,Active,20221201,0,25.03000,121.52000,69,0,0,0,0.000000,No,0000-00-00,4,649,3,57,220,130,https://ix.poema.eu.org/members/,No,,190
242,Tanzania,"Dar es Salaam",Africa,"TIX Tanzania - Dar es Salaam",https://www.tix.or.tz/,Active,20040113,16370,-6.87000,39.20000,37,380000000,210000000,80000000,0.000000,Yes,2022-02-28,1,202,1,14,340,15,https://www.tix.or.tz/peers.html,Yes,DAR,67
